family,product-type,steel,carbon,hardness,temper_rolling,condition,formability,strength,non-ageing,surface-finish,surface-quality,enamelability,bc,bf,bt,bw/me,bl,m,chrom,phos,cbond,marvi,exptl,ferro,corr,blue/bright/varn/clean,lustre,jurofm,s,p,shape,thick,width,len,oil,bore,packing
4,1024,?,3072,4096,?,6146,7169,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31744,32771,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33794,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33793,34825,?,36864,?
9,1024,2050,3072,4097,5121,?,?,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32768,33793,34817,?,36864,?
?,1024,2052,3073,4096,?,?,?,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32769,33792,34816,?,36864,?
9,1024,2050,3072,4097,5121,?,?,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,21505,?,?,?,?,?,?,?,?,?,31744,32769,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34817,?,36864,?
?,1024,2052,3073,4096,?,?,?,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32771,33792,34816,?,36864,?
?,1024,2050,3072,4097,?,6145,?,8192,?,?,11265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32768,33792,34816,35842,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32774,33794,34825,?,36864,?
?,1024,?,3072,4096,5121,6145,7170,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34824,?,36864,?
?,1024,2053,3072,4096,?,?,?,8192,?,?,11268,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32773,33794,34816,?,36864,?
?,1024,2050,3072,4097,?,6145,?,8192,?,?,11265,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34825,35842,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33794,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36866,?
?,1024,2050,3072,4096,?,6145,7171,8192,9217,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34825,?,36864,?
?,1024,2056,3072,4096,?,6145,7170,8192,?,?,?,12290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32773,33795,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2055,3072,4096,?,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33794,34825,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34817,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32773,33793,34816,?,36864,?
?,1024,2050,3072,4097,?,6145,?,8192,?,?,11265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34817,?,36864,?
?,1024,?,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33793,34816,?,36866,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32770,33792,34816,?,36864,?
?,1024,2050,3073,4096,?,6145,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2050,3072,4098,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32768,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7171,8192,9217,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33794,34825,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31745,32773,33793,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34825,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,16385,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31745,32769,33793,34817,?,36864,?
?,1024,2054,3073,4096,?,?,?,8192,?,?,?,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32774,33792,34825,?,36864,?
?,1024,2049,3073,4096,5121,?,?,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32772,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,16385,?,?,?,?,21505,?,?,?,?,?,?,?,?,?,31744,32770,33793,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7171,8192,9217,?,11266,?,?,?,?,?,?,?,?,?,21505,?,?,?,?,?,?,?,?,?,31744,32771,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34817,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,?,?,8194,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32773,33795,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32773,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
4,1024,?,3072,4096,?,6146,7169,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31745,32769,33793,34825,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,?,?,?,19457,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33793,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34824,?,36864,?
?,1024,2050,3072,4097,?,6145,?,8192,?,?,11265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34825,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,16385,17409,?,?,?,21505,?,?,?,?,?,?,?,?,?,31745,32772,33792,34816,?,36864,?
?,1024,?,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32770,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34817,35841,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33795,34817,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32774,33792,34816,?,36866,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32770,33792,34816,?,36864,37891
?,1024,?,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32769,33792,34816,?,36864,?
?,1024,2050,3072,4097,?,6145,?,8192,?,?,11265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34817,?,36864,?
9,1024,2050,3072,4098,5121,?,?,8192,?,?,11266,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34817,?,36864,?
?,1024,2049,3073,4096,5121,?,?,8192,?,?,?,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33794,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2053,3072,4096,?,?,?,8195,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33793,34818,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,16385,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34817,?,36864,?
?,1024,2050,3072,4098,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32768,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32770,33792,34816,?,36864,?
?,1024,2050,3073,4096,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32772,33792,34816,?,36864,?
9,1024,2049,3072,4096,?,6146,7170,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32768,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,?,?,8194,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,21505,?,?,?,?,?,?,?,?,?,31745,32772,33792,34824,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,?,3072,4096,?,6145,7169,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32768,33794,34817,35841,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34817,?,36864,?
9,1024,2050,3072,4096,?,6145,7173,8192,9217,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32772,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34825,35841,36864,?
?,1024,2050,3072,4098,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32772,33792,34816,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32771,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32771,33792,34816,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,16385,17409,?,?,?,21505,?,?,?,?,?,?,?,?,?,31745,32772,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32774,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32771,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,21505,?,?,?,?,?,?,?,?,?,31745,32772,33794,34824,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33792,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33795,34824,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34816,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,16385,17409,?,?,?,21505,?,?,?,?,?,?,?,?,?,31745,32771,33792,34825,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,16385,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31745,32773,33792,34825,?,36864,?
?,1024,2049,3073,4096,5121,?,?,8192,?,?,?,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32769,33792,34816,?,36864,?
?,1024,?,3072,4096,?,6146,7170,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33794,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32772,33792,34816,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34817,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,?,?,?,?,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33792,34825,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32768,33792,34816,?,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32769,33794,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7171,8192,9217,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33794,34817,?,36864,?
?,1024,2050,3072,4098,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33794,34824,35841,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36866,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34816,?,36864,?
4,1024,?,3072,4096,?,6146,7169,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31744,32773,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33794,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31745,32774,33792,34817,?,36864,?
9,1024,2050,3072,4098,5121,?,?,8192,?,?,11266,?,?,?,15361,?,?,?,?,?,21505,?,?,?,?,?,?,?,?,?,31745,32772,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34817,?,36864,?
?,1024,2049,3073,4096,5121,?,?,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34825,?,36864,?
?,1024,2053,3072,4096,?,?,?,8195,?,10241,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33794,34825,?,36864,?
?,1024,2056,3072,4096,?,6145,7170,8192,?,?,?,12290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33794,34816,?,36864,?
?,1024,2050,3072,4097,?,6145,?,8192,?,?,11265,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34817,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,?,?,?,?,20481,?,?,?,?,?,?,?,?,?,?,31745,32773,33793,34817,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31745,32769,33792,34822,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34817,?,36864,?
?,1024,?,3072,4096,?,?,?,8194,?,10241,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,26625,?,?,?,?,31745,32773,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32768,33794,34825,35841,36864,?
?,1024,2049,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,?,?,?,?,?,?,?,?,24577,?,?,?,?,?,?,31744,32769,33792,34816,?,36864,?
?,1024,2049,3073,4096,5121,?,?,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32769,33792,34816,?,36864,?
?,1024,2056,3072,4096,?,6145,7170,8192,?,?,?,12290,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32771,33792,34825,?,36864,?
?,1024,2050,3072,4098,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,35841,36864,?
?,1024,2050,3072,4097,5121,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2052,3073,4096,?,?,?,8192,?,?,?,?,?,?,15361,16386,?,?,?,?,?,?,?,?,?,?,27649,?,?,?,31744,32774,33792,34816,?,36866,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34816,?,36864,?
4,1024,2050,3072,4096,?,?,7171,8192,9217,?,?,?,?,?,?,?,?,?,19457,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34825,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,?,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34817,?,36864,?
?,1024,2049,3072,4096,?,6146,7171,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33794,34825,?,36864,?
?,1024,2055,3072,4096,?,?,?,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,?,3072,4096,?,6145,7169,8192,?,?,11268,?,?,?,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32768,33792,34825,?,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,11266,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33792,34825,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11267,?,?,14337,?,16385,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32769,33793,34825,?,36864,?
4,1024,2050,3072,4096,?,6145,7171,8192,9217,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32772,33792,34816,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32774,33794,34825,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11266,?,?,14337,?,?,17409,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34825,35841,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32772,33792,34824,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,15361,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32770,33792,34825,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32768,33792,34817,35842,36864,?
?,1024,2049,3072,4096,?,6145,7171,8192,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31745,32773,33792,34817,?,36864,?
?,1024,2050,3072,4096,?,6145,7170,8192,?,?,11268,?,?,?,?,16385,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32770,33794,34816,?,36864,?
?,1024,2052,3073,4096,?,?,?,8192,?,?,?,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36864,?
?,1024,2052,3073,4096,?,?,?,8192,?,?,?,?,?,?,?,16386,?,?,?,?,?,?,?,?,?,?,?,?,?,?,31744,32774,33792,34816,?,36865,?
